date,service,environment,request_count,active_users,checkout_conversion_pct,p95_latency_ms,p99_latency_ms,error_rate_pct,uptime_pct,cpu_pct,memory_pct,saturation_pct,deploy_count,incident_count,slo_burn_rate,notes
2018-07-20,tax-service,prod,179889,6286,79.82,435,939,0.184,99.163,60.28,57.48,58.77,1,0,1.43,campaign traffic
2018-07-20,loyalty-service,prod,192819,5461,79.07,417,911,0.194,99.161,45.82,67.88,37.52,0,0,1.41,database pressure
2018-07-20,notification-service,prod,177848,5302,81.72,421,794,0.419,99.116,49.67,59.67,49.75,6,0,1.98,normal baseline
2018-07-20,auth-gateway,prod,188437,5380,80.17,431,804,0.212,98.708,34.1,57.49,32.32,2,1,1.49,incident review
2018-07-20,analytics-pipeline,prod,173081,5777,80.01,480,1063,0.227,99.155,61.66,48.36,42.46,2,0,1.63,release week
2018-07-20,search-recommendations,prod,176769,7221,78.85,607,1145,0.331,99.134,44.98,66.4,64.97,6,0,2.18,cache warmup
2018-07-27,checkout-api,prod,339226,10760,81.86,461,982,0.092,99.182,62.23,43.73,47.87,6,0,1.26,database pressure
2018-07-27,cart-service,prod,324487,13096,81.46,385,799,0.304,99.139,47.95,64.53,33.43,4,0,1.62,incident review
2018-07-27,payment-orchestrator,prod,346325,12989,80.07,401,741,0.02,99.196,55.17,54.92,62.69,0,0,0.94,database pressure
2018-07-27,order-ledger,prod,176742,7048,81.58,417,919,0.253,98.699,34.73,59.17,61.85,4,1,1.56,campaign traffic
2018-07-27,inventory-reservation,prod,182303,5532,81.59,387,838,0.26,99.148,39.94,65.29,58.33,5,0,1.51,release week
2018-07-27,pricing-engine,prod,178041,6115,81.83,434,820,0.426,99.115,34.45,59.19,64.73,3,0,2.03,release week
2018-07-27,tax-service,prod,166320,5880,81.46,409,866,0.17,99.166,59.81,44.75,61.9,1,0,1.33,release week
2018-07-27,loyalty-service,prod,165731,6651,81.4,416,884,0.282,99.144,56.54,63.5,36.21,7,0,1.63,campaign traffic
2018-07-27,notification-service,prod,169752,5011,80.63,396,865,0.369,98.676,53.5,62.1,53.33,3,1,1.8,incident review
2018-07-27,auth-gateway,prod,185336,8408,80.36,422,856,0.372,99.126,39.11,57.07,44.41,3,0,1.87,release week
2018-07-27,analytics-pipeline,prod,181912,8224,80.92,552,1052,0.307,99.139,34.3,43.92,43.91,2,0,1.99,campaign traffic
2018-07-27,search-recommendations,prod,194465,8364,80.24,510,1044,0.394,99.121,33.59,64.2,35.24,3,0,2.12,watch latency
2018-08-03,checkout-api,prod,349614,12365,80.39,463,916,0.099,99.18,41.62,50.46,31.75,7,0,1.28,campaign traffic
2018-08-03,cart-service,prod,294109,10577,79.18,400,816,0.187,99.163,45.85,45.15,55.61,3,0,1.36,database pressure
2018-08-03,payment-orchestrator,prod,309002,11766,81.53,462,1018,0.249,99.15,54.72,56.15,60.07,3,0,1.65,incident review
2018-08-03,order-ledger,prod,164891,4656,81.31,442,895,0.26,99.148,48.29,60.72,59.04,4,0,1.63,normal baseline
2018-08-03,inventory-reservation,prod,162289,5677,80.2,387,756,0.397,99.121,51.18,64.13,54.58,3,0,1.85,database pressure
2018-08-03,pricing-engine,prod,198438,7419,81.19,403,841,0.363,99.127,61.72,49.3,35.73,3,0,1.8,database pressure
2018-08-03,tax-service,prod,193196,7246,79.68,442,972,0.02,99.196,58.28,62.52,27.39,1,0,1.03,incident review
2018-08-03,loyalty-service,prod,171756,5250,81.16,460,985,0.434,99.113,44.29,58.37,31.33,5,0,2.11,campaign traffic
2018-08-03,notification-service,prod,189704,7963,81.46,408,756,0.264,99.147,47.83,62.98,31.49,0,0,1.57,normal baseline
2018-08-03,auth-gateway,prod,171252,6857,81.77,471,950,0.6,99.08,57.63,60.49,28.49,4,0,2.55,cache warmup
2018-08-03,analytics-pipeline,prod,192389,7798,80.49,539,1049,0.197,99.161,44.8,58.18,49.74,3,0,1.69,cache warmup
2018-08-03,search-recommendations,prod,197322,5819,81.11,582,1223,0.119,99.176,33.82,47.19,51.16,5,0,1.59,normal baseline
2018-08-10,checkout-api,prod,335658,12834,79.55,412,829,0.392,99.122,56.37,63.77,58.08,6,0,1.9,normal baseline
2018-08-10,cart-service,prod,320837,12641,81.33,399,840,0.129,99.174,49.14,58.47,62.53,0,0,1.21,campaign traffic
2018-08-10,payment-orchestrator,prod,362671,13862,80.04,467,960,0.334,99.133,44.16,62.31,35.63,0,0,1.87,campaign traffic
2018-08-10,order-ledger,prod,178764,7907,80.73,418,801,0.22,99.156,42.55,48.34,58.34,1,0,1.48,campaign traffic
2018-08-10,inventory-reservation,prod,199037,7332,79.41,438,863,0.149,98.72,34.26,42.75,46.59,2,1,1.35,incident review
2018-08-10,pricing-engine,prod,186706,6738,80.3,460,917,0.599,99.08,42.05,64.47,38.98,3,0,2.52,release week
2018-08-10,tax-service,prod,197331,8162,78.86,448,840,0.455,99.109,52.74,43.59,52.44,2,0,2.13,campaign traffic
2018-08-10,loyalty-service,prod,173869,5401,81.4,387,770,0.344,99.131,36.48,41.6,34.31,2,0,1.72,watch latency
2018-08-10,notification-service,prod,197732,6574,80.7,391,842,0.563,99.087,51.23,49.37,57.65,2,0,2.28,watch latency
2018-08-10,auth-gateway,prod,181981,5487,78.57,464,950,0.455,99.109,40.17,58.93,62.3,0,0,2.17,incident review
2018-08-10,analytics-pipeline,prod,192173,6385,80.09,518,1113,0.082,99.184,47.57,55.04,37.14,5,0,1.36,release week
2018-08-10,search-recommendations,prod,178430,5231,79.78,437,841,0.195,99.161,48.49,50.05,50.07,7,0,1.46,release week
2018-08-17,checkout-api,prod,358245,13363,79.33,414,846,0.58,99.084,36.85,45.29,37.85,7,0,2.37,incident review
2018-08-17,cart-service,prod,348276,13580,79.13,471,949,0.335,99.133,31.83,46.54,55.78,6,0,1.88,release week
2018-08-17,payment-orchestrator,prod,353462,11757,81.06,422,823,0.308,99.138,58.6,48.21,52.27,3,0,1.71,watch latency
2018-08-17,order-ledger,prod,198373,6635,81.5,421,879,0.417,99.117,45.66,50.6,60.85,7,0,1.98,campaign traffic
2018-08-17,inventory-reservation,prod,185965,5204,81.7,407,859,0.566,99.087,54.69,60.75,56.12,7,0,2.32,normal baseline
2018-08-17,pricing-engine,prod,186452,8408,79.34,438,950,0.378,99.124,47.89,45.5,50.95,0,0,1.92,cache warmup
2018-08-17,tax-service,prod,187700,7926,81.19,472,1045,0.332,99.134,39.76,49.48,44.21,6,0,1.88,database pressure
2018-08-17,loyalty-service,prod,171171,5564,81.21,415,868,0.493,99.101,42.76,53.63,28.31,4,0,2.15,database pressure
2018-08-17,notification-service,prod,174447,6386,81.11,412,773,0.261,99.148,38.62,63.92,36.3,5,0,1.57,database pressure
2018-08-17,auth-gateway,prod,191235,7115,81.85,395,892,0.481,99.104,40.25,64.19,64.59,2,0,2.08,watch latency
2018-08-17,analytics-pipeline,prod,198797,7444,79.03,532,1123,0.02,99.196,55.82,53.03,53.67,5,0,1.23,release week
2018-08-17,search-recommendations,prod,184319,6917,79.01,504,1036,0.091,99.182,31.63,48.41,62.65,0,0,1.35,cache warmup
2018-08-24,checkout-api,prod,335545,11563,78.85,414,923,0.13,99.174,36.21,47.44,46.93,7,0,1.25,database pressure
2018-08-24,cart-service,prod,301253,10842,79.09,392,841,0.216,99.157,38.42,44.83,36.23,3,0,1.41,campaign traffic
2018-08-24,payment-orchestrator,prod,321436,10426,79.47,445,915,0.203,99.159,38.53,43.4,38.94,5,0,1.5,normal baseline
2018-08-24,order-ledger,prod,191776,6108,81.26,399,891,0.825,99.035,43.03,53.64,56.66,2,0,2.95,incident review
2018-08-24,inventory-reservation,prod,175329,6149,81.68,442,826,0.416,99.117,34.39,45.16,56.33,3,0,2.02,campaign traffic
2018-08-24,pricing-engine,prod,191439,5728,80.68,439,863,0.061,99.188,44.06,50.23,64.8,2,0,1.13,database pressure
2018-08-24,tax-service,prod,169374,7089,79.07,397,909,0.374,99.125,48.14,42.02,30.28,4,0,1.82,database pressure
2018-08-24,loyalty-service,prod,198170,7152,78.63,439,910,0.533,99.093,43.32,54.77,33.6,1,0,2.31,incident review
2018-08-24,notification-service,prod,201515,6593,78.8,412,806,0.029,99.194,30.75,54.47,61.79,4,0,0.99,normal baseline
2018-08-24,auth-gateway,prod,166569,4822,81.87,440,817,0.02,99.196,52.03,64.56,51.02,3,0,1.03,cache warmup
2018-08-24,analytics-pipeline,prod,170616,4909,79.62,533,1069,0.712,98.608,49.95,46.41,63.78,5,1,2.96,incident review
2018-08-24,search-recommendations,prod,183466,5875,78.5,521,1071,0.598,99.08,46.45,52.36,56.44,0,0,2.65,incident review
2018-08-31,checkout-api,prod,324786,11912,80.97,432,920,0.288,99.142,55.13,52.68,64.59,1,0,1.68,release week
2018-08-31,cart-service,prod,338257,12338,80.67,480,936,0.02,99.196,34.96,46.46,40.91,0,0,1.12,database pressure
2018-08-31,payment-orchestrator,prod,344575,11606,81.24,415,840,0.171,99.166,33.28,63.64,29.41,3,0,1.35,cache warmup
2018-08-31,order-ledger,prod,201400,8880,81.27,396,736,0.132,99.174,50.46,41.14,52.12,6,0,1.21,normal baseline
2018-08-31,inventory-reservation,prod,165413,5420,79.0,435,913,0.159,99.168,39.82,46.89,30.54,5,0,1.36,incident review
2018-08-31,pricing-engine,prod,187418,5835,79.78,407,809,0.352,99.13,31.65,50.32,61.09,2,0,1.78,cache warmup
2018-08-31,tax-service,prod,198503,8345,79.19,400,763,0.142,99.172,29.9,40.98,37.58,5,0,1.24,database pressure
2018-08-31,loyalty-service,prod,195024,6162,79.67,467,881,0.057,99.189,34.3,61.7,36.79,2,0,1.18,cache warmup
2018-08-31,notification-service,prod,176189,5074,80.79,468,886,0.159,99.168,45.72,53.13,54.88,4,0,1.44,campaign traffic
2018-08-31,auth-gateway,prod,191815,7076,80.47,461,880,0.237,99.153,54.68,54.04,63.85,6,0,1.62,database pressure
2018-08-31,analytics-pipeline,prod,195159,5862,81.54,553,1133,0.404,99.119,38.06,52.34,51.45,1,0,2.24,database pressure
2018-08-31,search-recommendations,prod,198040,5815,78.54,488,1062,0.594,99.081,56.86,54.3,62.32,2,0,2.57,watch latency
2018-09-07,checkout-api,prod,340695,11954,81.32,457,843,0.146,99.171,40.84,59.69,39.29,7,0,1.38,normal baseline
2018-09-07,cart-service,prod,332244,12166,78.88,400,857,0.038,99.192,50.27,55.93,49.47,7,0,0.98,campaign traffic
2018-09-07,payment-orchestrator,prod,345744,11255,80.55,399,801,0.525,99.095,45.58,52.25,58.46,6,0,2.2,database pressure
2018-09-07,order-ledger,prod,184837,6940,79.04,402,851,0.407,99.119,47.11,65.33,58.82,3,0,1.91,cache warmup
2018-09-07,inventory-reservation,prod,184098,5329,78.87,404,904,0.02,99.196,39.55,49.56,39.74,6,0,0.95,cache warmup
2018-09-07,pricing-engine,prod,194475,5661,81.04,448,1002,0.452,99.11,41.38,43.8,28.07,6,0,2.13,campaign traffic
2018-09-07,tax-service,prod,185492,6997,81.19,463,882,0.363,99.127,33.27,48.39,33.59,5,0,1.94,incident review
2018-09-07,loyalty-service,prod,163749,4401,79.83,425,785,0.418,99.116,57.7,63.59,64.71,3,0,1.99,campaign traffic
2018-09-07,notification-service,prod,174084,4986,80.39,403,770,0.093,99.181,39.66,54.5,47.45,0,0,1.13,incident review
2018-09-07,auth-gateway,prod,189120,7933,81.42,441,901,0.957,99.009,53.39,51.44,27.38,2,0,3.37,watch latency
2018-09-07,analytics-pipeline,prod,200783,6878,81.38,493,1007,0.225,99.155,49.76,39.71,42.06,2,0,1.66,watch latency
2018-09-07,search-recommendations,prod,162760,7562,80.45,458,999,0.308,99.138,33.49,42.8,36.73,7,0,1.79,incident review
2018-09-14,checkout-api,prod,324892,11115,79.65,388,881,0.433,99.113,49.39,60.9,30.22,0,0,1.94,normal baseline
2018-09-14,cart-service,prod,322279,10741,80.21,472,906,0.364,99.127,36.88,56.85,60.03,7,0,1.96,campaign traffic
2018-09-14,payment-orchestrator,prod,305368,12358,81.35,433,862,0.485,99.103,39.67,57.92,38.79,3,0,2.17,incident review
2018-09-14,order-ledger,prod,194948,7299,80.49,458,978,0.152,99.17,54.79,50.3,64.84,4,0,1.4,campaign traffic
2018-09-14,inventory-reservation,prod,168474,7304,79.85,473,1038,0.242,99.152,44.15,45.52,40.62,2,0,1.66,database pressure
2018-09-14,pricing-engine,prod,181836,6758,80.3,436,827,0.121,98.726,37.63,47.95,44.44,0,1,1.27,watch latency
2018-09-14,tax-service,prod,181762,5912,80.6,399,742,0.356,99.129,39.14,46.73,50.56,0,0,1.78,campaign traffic
2018-09-14,loyalty-service,prod,167267,6399,79.84,389,806,0.169,99.166,39.16,63.81,52.73,0,0,1.29,database pressure
2018-09-14,notification-service,prod,172370,5737,79.33,435,851,0.02,99.196,48.7,53.5,29.49,6,0,1.02,normal baseline
2018-09-14,auth-gateway,prod,198447,8395,79.19,396,888,0.368,99.126,58.0,47.14,64.16,1,0,1.8,database pressure
2018-09-14,analytics-pipeline,prod,168936,4768,79.67,550,1182,0.313,99.137,48.7,56.93,48.74,7,0,2.0,campaign traffic
2018-09-14,search-recommendations,prod,171273,7117,81.69,510,951,0.165,99.167,31.29,56.27,50.63,4,0,1.55,cache warmup
2018-09-21,checkout-api,prod,356259,12109,78.92,461,864,0.156,99.169,43.83,51.35,39.37,5,0,1.41,database pressure
2018-09-21,cart-service,prod,331374,13239,81.25,464,966,0.304,99.139,41.34,55.63,34.95,4,0,1.79,watch latency
2018-09-21,payment-orchestrator,prod,357363,11598,79.03,420,813,0.197,99.161,52.83,58.97,38.39,7,0,1.43,database pressure
2018-09-21,order-ledger,prod,184135,6159,80.94,449,864,0.237,99.153,41.14,50.14,29.89,3,0,1.59,release week
2018-09-21,inventory-reservation,prod,173834,6518,79.64,477,1045,0.374,99.125,47.48,45.82,27.8,5,0,1.99,database pressure
2018-09-21,pricing-engine,prod,185116,7596,80.72,425,959,0.02,98.746,45.22,45.39,60.92,0,1,0.99,incident review
2018-09-21,tax-service,prod,164078,5559,79.27,466,987,0.196,99.161,57.2,51.2,30.28,0,0,1.52,incident review
2018-09-21,loyalty-service,prod,200015,8871,79.1,399,895,0.482,99.104,48.36,58.52,43.94,7,0,2.09,release week
2018-09-21,notification-service,prod,182395,6184,80.94,412,899,0.33,99.134,30.88,48.13,64.1,3,0,1.74,release week
2018-09-21,auth-gateway,prod,174098,7257,81.08,441,956,0.539,99.092,40.23,40.53,35.73,1,0,2.33,database pressure
2018-09-21,analytics-pipeline,prod,182033,7814,80.24,548,1071,0.647,99.071,42.08,54.47,40.01,5,0,2.84,database pressure
2018-09-21,search-recommendations,prod,179416,7097,78.98,527,1062,0.285,99.143,44.77,43.42,51.04,4,0,1.88,incident review
2018-09-28,checkout-api,prod,337096,11558,80.43,460,875,0.02,99.196,32.32,40.51,61.5,6,0,1.07,normal baseline
2018-09-28,cart-service,prod,317136,12304,81.65,419,798,0.02,99.196,36.29,48.31,31.36,4,0,0.98,normal baseline
2018-09-28,payment-orchestrator,prod,301525,12093,80.34,478,886,0.192,99.162,54.88,58.59,37.28,1,0,1.54,watch latency
2018-09-28,order-ledger,prod,186869,8198,79.48,413,855,0.463,99.107,41.2,44.37,44.55,1,0,2.08,cache warmup
2018-09-28,inventory-reservation,prod,172483,4820,78.68,455,909,0.095,98.731,51.29,40.6,43.61,4,1,1.25,watch latency
2018-09-28,pricing-engine,prod,194174,6734,78.8,388,760,0.178,99.164,57.38,43.67,27.15,6,0,1.31,normal baseline
2018-09-28,tax-service,prod,198610,6903,80.89,468,937,0.221,99.156,47.29,59.58,57.69,7,0,1.59,watch latency
2018-09-28,loyalty-service,prod,177467,7819,81.78,420,810,0.371,99.126,41.11,59.12,55.94,3,0,1.86,normal baseline
2018-09-28,notification-service,prod,179005,7899,80.58,418,896,0.618,98.626,48.63,47.12,41.46,3,1,2.47,campaign traffic
2018-09-28,auth-gateway,prod,176825,6163,79.0,468,902,0.036,99.193,54.23,60.37,42.51,3,0,1.13,incident review
2018-09-28,analytics-pipeline,prod,173779,4740,78.51,548,1055,0.502,99.1,41.74,62.14,42.14,1,0,2.47,normal baseline
